97.196,38.513,6.551,6.935,60.14
60.195,36.883,66.516,74.997,59.57
60.69,76.69,69.296,77.966,57.725
61.554,2.947,62.56,34.02,95.376
85.79,50.193,20.819,46.706,33.549
60.452,60.739,3.081,90.003,39.787
47.663,20.306,94.881,88.625,90.5
37.647,17.647,99.914,71.394,79.477
22.756,17.798,31.732,11.952,5.562
49.621,75.287,22.865,56.505,43.32
50.186,61.852,57.72,92.714,16.75
77.212,5.211,73.358,36.629,0.336
84.782,74.085,25.19,17.357,63.208
92.874,57.108,13.783,65.444,30.918
66.647,91.467,66.308,23.996,49.836
66.514,6.366,26.806,36.724,94.574
46.98,85.69,3.045,41.712,17.822
78.288,93.661,5.546,89.825,0.04
91.35,75.475,75.977,24.315,29.073
47.14,97.529,36.078,40.168,0.157
18.086,72.697,57.214,82.312,57.754
65.935,15.394,83.875,80.382,27.67
95.519,87.999,97.577,50.819,29.48
9.39,54.645,69.736,33.771,31.238
58.89,40.293,67.859,55.161,29.991
19.68,10.573,53.997,79.267,81.859
49.938,63.713,29.877,40.337,48.291
54.198,64.246,43.944,7.505,69.449
96.525,6.477,72.628,87.07,91.179
48.874,71.91,46.943,81.284,31.924
61.594,56.236,70.21,33.358,20.329
44.021,64.62,76.856,4.296,80.442
2.069,43.814,55.645,17.469,37.96
57.66,60.437,2.16,96.432,51.895
47.452,16.952,82.937,61.122,81.088
94.616,6.962,62.078,54.282,54.571
13.451,66.471,97.577,50.065,16.535
19.15,97.688,24.275,25.834,56.039
15.579,68.841,69.711,31.332,68.932
38.462,28.175,87.643,1.279,51.308
8.712,73.902,32.964,6.932,15.565
97.578,23.544,98.208,25.605,95.898
54.674,75.304,33.186,11.106,6.354
47.251,37.421,36.995,58.445,27.581
25.088,37.987,66.456,46.44,97.485
58.913,56.487,35.633,9.515,40.512
23.67,29.877,1.087,25.598,44.025
40.596,18.181,5.754,56.018,87.564
32.753,91.972,34.152,76.092,61.908
21.88,70.79,92.468,4.202,33.516
63.847,72.134,13.869,69.868,80.295
71.068,33.083,60.253,61.439,38.444
51.198,29.317,92.282,51.633,76.875
10.558,1.428,97.509,92.98,6.881
33.849,59.12,58.29,56.15,35.662
68.964,79.648,42.957,40.458,21.844
18.839,3.114,29.073,17.305,96.873
54.077,87.825,73.541,58.775,89.499
69.838,76.854,7.613,63.484,41.989
69.701,42.249,17.752,77.246,28.601
28.696,75.887,89.156,15.113,83.169
18.25,57.522,62.906,80.887,61.39
80.401,50.426,25.149,31.634,32.541
17.188,52.694,17.834,35.222,23.878
32.048,4.517,88.29,62.359,29.076
22.686,52.76,41.196,59.106,52.439
7.832,29.884,20.108,65.473,44.405
28.061,3.143,30.345,23.49,98.081
1.005,64.172,35.141,96.457,49.579
46.634,11.053,57.487,80.785,29.892
92.105,87.696,39.546,51.052,14.734
78.323,62.271,98.579,92.029,96.467
77.797,62.917,20.131,63.105,61.682
96.212,97.432,42.585,30.615,81.804
78.004,96.055,74.96,94.989,39.493
3.007,63.889,27.862,52.855,74.678
7.08,68.271,48.592,2.001,53.244
59.209,81.996,87.061,60.973,61.678
81.22,95.5,22.428,54.835,21.849
8.496,32.199,37.086,98.844,6.788
80.354,97.223,7.795,0.878,72.536
36.1,15.548,18.857,45.867,77.623
85.724,54.63,99.567,36.639,15.252
22.761,89.697,2.089,95.478,40.486
42.641,41.986,4.967,15.397,26.484
47.575,56.391,87.495,29.527,46.798
11.597,61.865,0.182,98.247,95.331
59.192,76.674,34.539,18.677,20.069
7.302,87.333,97.259,68.075,96.193
18.47,67.962,28.729,61.574,52.554
75.101,62.835,25.284,4.15,56.247
16.328,1.611,0.207,93.713,47.149
76.987,25.58,7.704,80.925,32.592
12.578,28.859,1.029,36.322,58.989
51.011,48.86,28.728,12.265,57.365
19.74,60.475,20.445,22.791,97.107
28.595,24.343,55.184,42.597,86.729
20.301,51.256,16.203,67.151,78.902
70.863,5.252,25.612,56.3,30.661
79.521,7.099,74.099,99.706,75.586
93.0,76.716,35.139,66.047,44.164
99.847,21.733,13.735,37.082,69.388
71.349,44.412,87.773,65.191,70.749
29.056,22.555,79.507,4.724,46.124
86.222,11.658,93.098,10.046,78.417
83.592,64.402,13.126,78.14,78.697
76.351,83.021,23.636,1.019,12.831
26.716,77.031,76.217,57.519,51.91
44.564,96.574,52.177,5.092,40.603
51.409,18.958,98.606,10.862,79.591
30.507,51.827,34.228,55.132,70.506
30.65,74.637,38.947,21.426,41.776
47.517,46.417,25.686,93.085,61.329
77.175,75.245,64.837,29.678,31.74
55.346,92.004,47.772,15.742,76.343
99.311,20.185,14.029,85.145,31.662
77.845,70.484,1.583,85.342,60.224
86.94,8.097,98.892,31.21,44.958
12.54,40.228,58.138,70.092,32.431
72.463,95.274,3.547,48.543,62.669
