37.923,60.343,4.315,61.804,58.874
75.41,52.666,2.944,23.653,33.807
17.021,70.346,11.123,82.506,31.729
48.056,55.802,44.577,74.274,79.114
32.377,72.079,13.809,78.885,16.127
73.338,21.344,71.998,92.354,60.292
77.062,42.398,21.576,46.787,22.57
60.116,89.919,58.814,85.891,68.535
24.703,83.858,54.751,10.706,58.489
75.452,2.278,18.261,44.02,19.686
54.568,39.415,65.091,43.355,67.976
33.534,57.713,21.875,9.812,56.281
26.07,93.83,55.865,54.049,61.503
26.443,88.723,22.792,81.082,8.545
25.563,48.295,55.388,6.42,43.361
41.335,40.263,93.259,48.033,74.564
91.134,56.792,2.79,68.132,53.839
30.374,69.913,82.939,43.38,29.634
8.59,92.268,74.299,28.178,80.074
90.291,64.972,91.319,3.302,49.117
35.945,90.568,74.434,84.849,29.455
85.252,74.964,32.439,32.563,90.745
22.626,3.976,14.721,95.311,51.72
46.234,69.713,29.032,70.416,55.063
78.395,88.942,99.493,64.211,10.109
7.98,77.492,24.649,14.301,92.553
27.27,73.669,24.03,46.818,95.55
46.496,46.42,56.382,25.63,49.376
2.113,93.022,15.137,68.839,99.0
84.13,1.358,74.353,35.784,64.045
72.008,87.084,58.743,31.799,95.927
24.911,32.377,26.278,52.249,46.24
76.848,7.429,97.692,48.248,26.558
87.452,85.343,27.059,48.149,66.75
39.268,87.57,79.554,52.15,28.426
17.88,37.902,15.847,9.581,50.599
61.603,71.611,32.803,47.855,13.031
10.018,45.242,39.642,23.698,46.566
16.962,16.079,60.15,69.323,51.368
51.267,11.797,98.129,12.189,12.035
30.449,0.149,96.986,17.424,58.407
45.879,7.853,79.456,61.117,58.692
91.291,11.298,10.273,15.031,43.467
47.342,59.595,85.571,69.653,47.785
70.659,40.161,65.147,61.429,97.699
44.043,60.47,9.456,38.188,30.155
60.415,18.018,92.163,73.827,36.577
37.874,75.202,5.347,10.812,58.947
54.411,74.847,86.368,29.361,34.029
13.911,18.668,21.229,34.697,0.731
19.867,16.106,10.014,23.369,89.587
3.327,48.962,40.353,0.555,91.057
53.129,64.273,84.85,92.116,10.86
29.938,12.628,15.794,28.818,68.753
83.108,29.539,77.063,95.956,62.055
80.295,65.694,23.586,53.594,84.769
11.438,84.813,93.443,88.647,86.254
