327.0769665706935,355.4214782303536,630.8699680248042,339.4573930712237,599.1608481929535
650.3955672983476,796.38632125896,559.5083691554959,728.7934254614247,483.3630970741807
188.52470000727172,743.2442329557714,438.4774756207953,788.3017108898391,240.77976556364433
863.2194933564554,45.562914141786706,857.5307636331505,861.7499160309214,849.0906208345621
723.4890565097971,871.3536094931209,805.3247377840804,475.30133445686215,304.66094725918424
423.1220396030603,399.34776151227555,306.7518532529009,876.18795085453,928.5792253724942
285.8240911652934,22.97804705452755,880.1495993318819,794.6239257192146,213.06520824542997
920.8328847149913,207.84450696801937,25.90667033483518,399.6762675029667,431.1836650363631
461.9551645279507,82.89693037907931,900.2567982817993,183.8878883408015,60.35230255939916
69.57520719254573,782.1324192336357,554.6743695167851,973.6997108750026,381.8727882738523
492.09168694864627,905.1048177273644,286.5716398907121,134.19144314097642,382.72591272804937
140.974591183172,882.101635013003,829.3072628412734,267.4292833915018,790.531483068108
938.1708653991373,851.5833782977951,73.51749841424471,917.2895641015965,501.0038137915569
977.2979231213303,289.6131420679601,66.26183250395157,935.5479083861651,428.7235305355588
946.5162011879563,223.5770893878568,122.24110802616084,525.8149774954019,855.4950352049705
512.2151473220933,324.030322484693,420.79918637640077,727.1553713081439,249.82291724027738
930.3156463096254,210.4482241426825,441.74991095474627,603.0524280799418,48.54733226252483
152.66224082433988,544.6992148408895,452.90340336260357,690.4538884802537,722.4469894253009
251.12249238421947,967.4008991045861,494.5280909180342,456.14751137854427,184.1717669487396
842.8205277651844,780.7023754203329,638.7109458599194,452.77891422654403,804.2952867371057
